CUST_ID,TENURE,BALANCE_RANGE,PURCHASES_RANGE,ONEOFF_PURCHASES_RANGE,INSTALLMENTS_PURCHASES_RANGE,CASH_ADVANCE_RANGE,CREDIT_LIMIT_RANGE,PAYMENTS_RANGE,MINIMUM_PAYMENTS_RANGE,BALANCE_FREQUENCY_RANGE,PURCHASES_FREQUENCY_RANGE,ONEOFF_PURCHASES_FREQUENCY_RANGE,PURCHASES_INSTALLMENTS_FREQUENCY_RANGE,CASH_ADVANCE_FREQUENCY_RANGE,PRC_FULL_PAYMENT_RANGE,PURCHASES_TRX_RANGE,CASH_ADVANCE_TRX_RANGE,SCORE_RANGE
C10344,12,1,4,3,3,0,6,4,1,10,10,10,9,0,6,6,0,7
C10345,11,3,0,0,0,3,3,3,3,10,0,0,0,10,0,0,3,5
C10346,12,3,1,0,1,4,5,5,2,10,3,0,2,2,0,1,2,6
C10347,12,1,1,0,1,0,3,2,1,2,2,0,2,0,0,1,0,6
C10348,12,1,4,4,1,0,5,4,1,10,10,9,5,0,10,7,0,6
C10349,12,1,1,0,1,0,3,1,1,5,4,0,3,0,8,1,0,6
C10350,12,4,1,0,1,0,6,5,2,10,10,0,10,0,1,3,0,5
C10351,12,2,1,1,0,3,4,1,1,10,2,2,0,2,0,1,1,3
C10352,12,3,3,3,0,6,5,6,1,5,4,4,0,5,8,2,4,5
C10353,12,3,1,1,0,1,3,2,1,10,2,2,0,1,0,1,1,6
C10354,10,1,1,1,0,0,3,1,1,6,1,1,0,0,0,1,0,4
C10355,12,1,3,3,3,0,5,3,1,10,10,9,10,0,10,7,0,5
C10356,12,1,1,1,1,0,3,1,1,5,5,1,5,0,0,2,0,5
C10357,12,3,1,1,0,0,5,3,1,10,10,10,0,0,0,3,0,5
C10358,12,3,3,1,2,0,3,3,1,10,10,5,9,0,0,6,0,6
C10359,12,4,3,2,3,5,6,5,2,10,10,4,10,8,0,7,4,5
C10360,12,1,1,0,1,0,4,1,1,10,7,0,7,0,8,4,0,6
C10361,12,4,0,0,0,1,6,3,3,10,0,0,0,1,0,0,1,6
C10362,12,3,4,3,2,0,6,5,2,10,10,7,5,0,0,5,0,5
C10364,12,5,3,2,3,5,5,4,4,10,5,2,5,5,0,2,3,7
C10365,12,1,3,3,0,0,4,0,0,1,1,1,0,0,0,1,0,4
C10366,12,1,2,2,0,0,5,2,1,2,2,2,0,0,2,1,0,5
C10367,12,3,4,3,3,0,4,4,1,10,10,10,10,0,2,7,0,5
C10368,12,1,3,1,3,0,6,3,1,10,10,3,10,0,10,4,0,7
C10369,12,5,1,0,1,5,5,3,3,10,4,0,4,4,0,1,4,7
C10370,12,1,0,0,0,3,3,3,1,7,0,0,0,1,2,0,1,8
C10371,12,3,0,0,0,1,3,2,2,10,0,0,0,1,0,0,1,8
C10372,12,2,2,2,1,0,3,1,1,10,7,5,3,0,0,3,0,7
C10373,12,3,0,0,0,1,3,2,1,10,0,0,0,3,0,0,1,5
C10374,8,1,1,1,1,0,6,1,1,8,7,4,4,0,0,2,0,3
C10375,12,3,5,4,3,6,5,6,2,10,10,3,7,3,5,6,5,6
C10376,12,2,1,1,0,2,3,1,1,10,1,1,0,3,0,1,2,7
C10377,12,3,3,0,3,0,3,3,3,10,10,0,10,0,0,7,0,6
C10378,12,1,1,1,0,0,3,3,3,10,1,1,0,0,3,1,0,4
C10379,12,5,3,0,3,0,5,3,5,10,10,0,10,0,0,6,0,9
C10380,12,5,0,0,0,4,5,3,3,10,0,0,0,5,0,0,2,6
C10381,12,5,0,0,0,4,5,6,3,10,0,0,0,3,1,0,1,7
C10382,12,1,5,5,1,0,6,5,1,10,10,10,3,0,9,6,0,8
C10383,12,5,3,1,3,3,5,3,4,10,10,2,10,2,0,5,1,5
C10384,12,1,0,0,0,3,3,0,0,2,0,0,0,1,0,0,1,5
C10385,12,3,5,4,3,0,4,4,1,10,10,10,10,0,1,7,0,5
C10386,12,3,3,0,3,0,3,3,4,10,10,0,10,0,0,5,0,4
C10387,12,1,1,1,0,0,5,1,1,6,2,2,0,0,0,1,0,5
C10388,12,6,5,3,4,0,6,4,3,10,10,8,9,0,0,6,0,4
C10389,12,1,3,0,3,0,3,3,1,7,6,0,6,0,10,2,0,6
C10390,12,1,1,1,0,0,3,2,1,10,2,2,0,0,0,2,0,5
C10391,12,3,0,0,0,1,3,1,2,10,0,0,0,2,0,0,1,6
C10392,12,6,1,0,1,2,6,4,4,10,2,0,2,2,0,1,1,6
C10393,12,2,0,0,0,1,3,3,1,10,0,0,0,1,0,0,1,6
C10395,12,3,1,1,0,3,3,2,4,8,3,3,0,4,0,1,2,6
C10396,12,1,1,1,0,0,5,1,1,3,1,1,0,0,0,1,0,6
C10397,12,2,5,4,3,0,4,5,1,10,10,8,8,0,10,6,0,5
C10398,10,2,1,1,0,4,5,1,2,3,1,1,0,2,0,1,1,5
C10399,12,3,1,1,0,0,3,1,2,10,1,1,0,0,0,1,0,8
C10400,12,5,0,0,0,4,5,2,6,10,0,0,0,3,0,0,1,6
C10402,12,1,2,0,2,0,3,2,1,10,10,0,10,0,6,5,0,5
C10403,12,1,1,0,1,0,4,1,1,10,6,0,5,0,0,2,0,6
C10404,12,2,1,1,0,0,4,1,1,10,2,2,0,0,0,1,0,5
C10405,12,3,2,2,0,0,5,4,1,10,10,10,0,0,1,3,0,6
C10406,12,3,3,3,3,1,4,4,1,9,3,1,2,1,1,1,1,5
C10407,12,6,6,3,6,3,6,5,6,10,10,3,10,2,0,8,2,5
C10408,12,1,2,0,2,0,2,1,1,10,5,0,5,0,0,2,0,7
C10409,12,3,0,0,0,3,5,2,2,10,0,0,0,1,0,0,1,5
C10410,12,4,1,1,1,0,5,3,3,10,7,3,5,0,0,3,0,6
C10411,6,2,3,3,1,3,3,3,1,10,4,2,2,2,3,1,2,4
C10412,12,5,0,0,0,3,6,3,3,10,0,0,0,3,0,0,2,5
C10413,12,3,2,1,2,3,4,2,1,10,10,2,9,4,0,5,2,6
C10414,12,1,3,1,3,0,4,3,1,10,8,2,7,0,0,3,0,7
C10415,12,3,2,0,2,0,3,3,3,10,10,0,10,0,0,5,0,6
C10416,8,4,2,1,2,5,5,2,3,9,9,2,8,7,0,2,5,7
C10417,12,1,3,3,2,0,6,3,1,10,10,10,9,0,3,6,0,6
C10419,12,5,0,0,0,4,5,0,0,10,0,0,0,3,0,0,1,9
C10420,12,4,3,2,2,0,5,5,2,10,5,1,4,0,0,2,0,7
C10421,12,1,2,1,1,0,3,0,0,4,4,1,3,0,0,1,0,5
C10422,12,3,0,0,0,1,3,1,2,10,0,0,0,1,0,0,1,5
C10423,12,4,0,0,0,3,4,4,2,10,0,0,0,4,0,0,2,6
C10424,12,1,3,1,3,0,6,5,1,4,3,2,2,0,10,1,0,4
C10425,11,3,0,0,0,1,5,2,1,10,0,0,0,1,0,0,1,6
C10426,12,1,3,1,2,0,5,3,1,10,10,10,6,0,4,5,0,5
C10427,8,1,1,0,1,0,3,0,0,2,2,0,2,0,0,1,0,4
C10428,12,4,1,1,0,4,5,3,3,10,1,1,0,3,0,1,2,5
C10429,12,1,3,0,3,0,5,2,1,10,10,0,10,0,0,4,0,6
C10430,12,2,4,1,4,0,5,4,1,10,10,2,10,0,0,8,0,5
C10431,12,5,1,1,0,0,6,3,4,10,2,2,0,0,0,1,0,8
C10432,12,5,4,3,3,0,5,4,3,10,10,6,10,0,0,7,0,6
C10433,12,1,3,3,1,0,5,3,1,6,6,1,5,0,4,3,0,5
C10434,12,3,3,1,2,4,4,4,2,10,10,1,10,3,0,5,1,7
C10435,12,1,3,1,3,1,3,3,1,10,5,1,5,2,2,2,1,4
C10436,12,3,0,0,0,1,3,1,1,10,0,0,0,3,0,0,1,6
C10437,12,4,0,0,0,4,4,0,0,10,0,0,0,2,0,0,1,5
C10438,12,5,5,3,4,0,6,5,3,10,10,8,10,0,0,7,0,6
C10439,12,3,2,0,2,3,5,5,1,10,9,0,9,4,0,4,2,5
C10441,12,4,2,1,1,4,4,3,2,10,5,4,4,1,0,4,1,6
C10442,12,2,0,0,0,3,5,1,1,10,0,0,0,1,0,0,1,7
C10443,11,3,0,0,0,1,3,1,2,10,0,0,0,1,0,0,1,6
C10444,12,5,1,1,0,4,5,3,3,10,1,1,0,7,0,1,4,5
C10445,12,5,0,0,0,5,5,3,3,10,0,0,0,5,0,0,3,5
C10446,11,5,0,0,0,4,5,5,3,10,0,0,0,1,0,0,1,9
C10447,12,4,1,0,1,5,4,5,3,10,10,0,10,7,0,5,5,6
C10448,12,2,3,3,0,0,3,1,1,7,3,3,0,0,0,1,0,6
C10449,12,4,0,0,0,3,5,3,3,10,0,0,0,1,0,0,1,6
C10450,12,2,0,0,0,3,3,3,1,9,0,0,0,1,2,0,1,6
C10451,12,5,1,1,0,5,5,5,3,10,1,1,0,4,0,1,3,5
C10452,12,4,1,0,1,1,4,3,3,10,10,0,9,3,0,3,1,5
C10453,12,4,3,3,1,1,6,3,3,10,10,4,10,1,0,6,1,7
C10454,12,2,0,0,0,1,3,2,1,10,0,0,0,1,0,0,1,5
C10455,12,4,2,2,0,3,5,2,3,10,10,10,0,3,0,3,2,4
C10456,12,1,1,1,0,0,3,2,1,4,1,1,0,0,3,1,0,6
C10457,10,5,0,0,0,6,6,5,3,9,0,0,0,4,1,0,3,4
C10458,12,3,0,0,0,3,3,3,1,9,0,0,0,3,0,0,1,5
C10459,11,2,2,0,2,0,4,2,1,10,9,0,7,0,0,2,0,6
C10460,12,4,4,4,0,0,4,3,2,10,8,8,0,0,0,5,0,6
C10461,12,5,3,1,3,3,5,4,4,10,5,1,5,1,0,4,1,7
C10462,12,2,3,1,3,0,3,3,1,10,10,4,10,0,0,6,0,5
C10463,12,1,2,2,0,0,6,2,1,5,3,3,0,0,0,2,0,5
C10466,12,3,0,0,0,1,3,1,1,10,0,0,0,1,0,0,1,7
C10467,12,1,1,1,1,0,4,1,1,6,5,1,5,0,8,2,0,6
C10468,12,3,3,3,0,0,3,3,1,10,10,10,0,0,0,5,0,4
C10469,12,4,3,3,0,0,5,3,3,10,8,8,0,0,0,5,0,5
C10470,12,4,3,1,3,1,4,4,5,10,8,2,7,2,0,6,1,7
C10471,6,5,1,0,1,4,6,3,3,10,9,0,9,10,0,1,2,5
C10472,8,3,3,3,1,3,4,1,1,9,9,9,5,3,0,5,1,5
C10473,11,1,2,1,2,0,5,2,1,9,7,1,6,0,7,2,0,5
C10474,12,1,3,0,3,0,5,3,1,10,10,0,10,0,5,4,0,5
C10475,12,1,3,2,1,0,3,1,1,10,7,5,5,0,0,3,0,5
C10476,12,3,1,1,1,1,3,1,1,10,4,1,3,1,0,2,1,3
C10477,12,3,4,3,3,2,6,5,2,10,4,3,5,1,5,6,1,6
C10478,12,2,3,3,1,0,5,2,1,10,10,10,4,0,0,4,0,6
C10480,12,1,4,1,4,0,3,4,1,10,10,2,10,0,4,6,0,4
C10481,12,3,2,1,1,0,3,2,2,10,9,4,8,0,0,5,0,5
C10482,12,2,2,1,2,1,3,3,1,10,10,2,10,1,0,4,1,8
C10483,12,2,0,0,0,1,3,2,1,10,0,0,0,1,0,0,1,6
C10484,12,4,0,0,0,3,5,3,3,10,0,0,0,6,0,0,4,6
C10485,12,3,3,3,1,0,3,3,1,10,10,7,9,0,0,6,0,6
C10486,12,1,2,0,2,1,5,3,1,10,10,0,10,1,3,3,1,6
C10487,12,5,4,3,3,4,6,3,4,10,10,9,10,4,0,8,3,6
C10488,12,1,3,3,0,0,5,4,1,4,2,2,0,0,0,1,0,8
C10489,12,5,1,1,0,6,5,6,3,10,2,2,0,6,2,1,4,7
C10490,12,4,0,0,0,3,4,3,2,10,0,0,0,5,0,0,2,5
C10491,12,3,3,2,3,0,5,3,3,10,10,5,10,0,0,6,0,6
C10492,12,3,0,0,0,1,3,2,1,10,0,0,0,1,0,0,1,4
C10493,12,3,1,0,1,0,3,1,1,10,4,0,4,0,0,1,0,4
C10494,12,4,1,0,1,0,6,4,4,10,2,0,2,0,0,1,0,5
C10495,12,4,3,3,1,3,4,3,3,10,9,3,6,2,0,5,1,6
C10497,12,1,5,4,3,0,6,4,1,8,10,7,10,0,3,6,0,6
C10498,11,4,0,0,0,3,4,2,3,10,0,0,0,2,0,0,1,5
C10501,12,2,1,1,0,0,5,2,1,10,1,1,0,0,0,1,0,6
C10502,12,1,1,0,1,0,5,3,1,6,5,0,5,0,6,2,0,6
C10503,12,1,4,3,3,0,5,3,1,10,10,6,9,0,4,5,0,5
C10504,12,1,0,0,0,6,5,6,1,6,0,0,0,3,0,0,1,5
C10505,12,1,0,0,0,2,3,1,1,8,0,0,0,4,0,0,3,5
C10506,12,1,4,3,1,0,6,2,1,10,10,10,5,0,10,5,0,7
C10507,12,1,5,5,0,0,5,5,1,10,10,10,0,0,10,7,0,7
C10508,12,4,0,0,0,3,4,3,3,10,0,0,0,5,0,0,3,6
C10509,12,1,4,3,3,0,5,4,1,10,10,10,10,0,7,6,0,6
C10510,12,5,1,1,0,4,6,3,3,10,2,2,0,4,0,1,3,7
C10511,12,1,3,2,2,0,6,3,1,8,8,8,2,0,6,4,0,5
C10512,12,4,4,3,3,3,5,3,3,10,10,4,10,3,0,5,2,6
C10513,12,6,0,0,0,3,6,3,3,10,0,0,0,4,0,0,2,7
C10514,12,2,5,5,2,0,5,5,1,10,10,10,10,0,6,8,0,4
C10515,12,2,3,3,1,3,4,1,1,10,3,3,1,1,1,3,1,6
C10516,12,4,2,2,1,2,5,2,2,10,10,10,1,2,0,4,1,8
C10517,12,6,1,1,0,4,6,4,4,10,3,3,0,7,0,1,5,6
C10518,12,3,0,0,0,2,4,2,2,10,0,0,0,3,0,0,1,5
C10519,12,3,0,0,0,2,3,3,3,10,0,0,0,6,0,0,4,5
C10520,12,1,2,0,2,0,5,3,1,7,5,0,4,0,10,1,0,6
C10521,12,3,2,2,1,0,3,3,3,10,9,9,1,0,0,3,0,7
C10522,12,3,3,1,3,1,3,2,1,10,10,2,10,1,0,4,1,8
C10523,12,6,6,6,1,0,6,6,6,10,9,7,5,0,1,8,0,6
C10524,12,1,2,2,0,0,6,2,1,10,6,6,0,0,10,3,0,4
C10525,11,2,3,2,3,0,4,2,1,10,10,4,10,0,0,5,0,4
C10526,12,1,1,0,1,0,4,3,1,9,9,0,9,0,3,2,0,6
C10527,12,1,1,0,1,0,3,2,1,8,6,0,6,0,10,2,0,5
C10528,12,3,2,0,2,0,3,2,3,10,9,0,8,0,0,4,0,4
C10529,12,3,6,6,4,0,6,6,2,10,10,10,4,0,10,8,0,7
C10530,12,3,0,0,0,1,3,2,3,10,0,0,0,2,0,0,1,5
C10532,12,5,3,3,1,3,6,3,3,10,10,10,6,3,0,7,1,3
C10533,12,1,1,0,1,0,4,1,1,10,9,0,8,0,7,3,0,8
C10534,12,3,6,4,5,0,6,6,1,10,10,5,10,0,3,7,0,7
C10535,12,4,3,3,0,6,5,4,2,10,1,1,0,5,0,2,2,5
C10536,12,4,3,1,3,3,4,4,4,10,8,3,6,2,0,3,1,6
C10537,12,3,4,3,3,0,6,4,1,10,10,5,10,0,1,6,0,5
C10538,12,1,2,2,0,0,5,2,1,10,10,10,0,0,10,3,0,6
C10539,12,3,0,0,0,3,3,1,1,10,0,0,0,3,0,0,2,6
C10540,12,2,0,0,0,5,6,0,0,2,0,0,0,1,0,0,1,6
C10542,12,1,2,0,2,0,6,2,1,10,10,0,10,0,10,4,0,5
C10543,12,3,1,0,1,0,3,2,6,10,6,0,6,0,0,3,0,4
C10544,8,6,2,2,0,4,6,3,4,10,5,5,0,10,0,2,5,4
C10545,12,4,3,1,3,0,4,4,5,10,10,1,10,0,0,5,0,5
C10546,12,2,0,0,0,3,3,2,2,5,0,0,0,2,0,0,2,5
C10547,12,1,3,1,2,0,5,3,1,10,10,1,10,0,0,5,0,6
C10548,12,4,4,4,3,0,5,3,2,10,10,9,8,0,0,6,0,5
C10549,12,3,0,0,0,1,3,1,1,10,0,0,0,3,0,0,1,7
C10550,10,5,1,1,0,6,5,4,3,10,2,2,0,8,0,1,6,4
C10551,12,4,3,3,0,5,6,2,2,9,1,1,0,2,0,1,1,5
C10552,12,1,2,1,1,0,5,2,1,10,10,3,9,0,4,3,0,7
C10553,9,3,3,2,2,1,3,2,3,10,10,2,9,2,0,2,1,6
C10554,12,1,3,0,3,0,3,3,1,10,9,0,9,0,4,3,0,5
C10555,12,3,3,3,3,1,3,3,2,10,10,5,10,1,0,6,1,7
C10556,12,3,1,1,1,0,4,1,1,10,5,1,4,0,0,2,0,6
C10557,12,3,2,1,2,3,5,2,2,10,6,2,5,2,0,3,1,5
C10558,12,3,4,4,1,0,5,5,3,10,10,6,10,0,1,5,0,4
C10559,12,1,3,3,0,0,6,5,1,2,1,1,0,0,0,1,0,6
C10560,12,4,5,4,3,0,6,3,2,10,10,9,7,0,1,7,0,6
C10561,12,5,3,3,0,4,6,3,3,10,7,7,0,8,0,4,3,6
C10562,12,1,2,2,0,0,4,3,1,5,4,4,0,0,5,2,0,6
C10563,12,5,3,3,2,3,4,5,5,10,10,7,10,8,0,7,5,6
C10564,12,3,3,0,3,1,3,3,3,10,10,0,10,1,0,6,1,5
C10565,12,1,2,1,1,0,5,3,1,3,3,2,2,0,10,2,0,4
C10566,12,3,1,0,1,5,3,4,1,10,1,0,1,9,0,1,8,5
C10567,6,1,1,1,0,0,5,2,1,9,4,4,0,0,4,1,0,5
C10568,11,2,5,5,0,0,6,5,1,10,9,9,0,0,9,3,0,7
C10569,12,5,4,3,3,0,5,3,3,10,10,8,9,0,0,7,0,5
C10570,12,2,5,5,0,0,6,4,1,10,9,9,0,0,10,5,0,4
C10571,12,1,3,0,3,0,3,3,3,10,10,0,10,0,0,3,0,7
C10572,10,1,4,4,0,0,6,4,1,8,8,8,0,0,10,6,0,6
C10573,6,3,3,3,0,1,3,1,1,9,5,5,0,2,0,2,1,5
C10574,12,6,6,6,5,2,6,6,3,10,10,10,10,1,3,8,1,5
C10575,12,5,4,4,2,3,5,4,5,10,10,7,8,2,0,6,2,5
C10576,12,5,1,1,0,5,5,5,5,10,4,4,0,7,0,1,3,5
C10577,12,3,3,3,0,3,5,3,1,10,7,7,0,3,0,4,2,5
C10578,11,3,3,3,0,5,5,6,1,9,1,1,0,7,2,1,4,6
C10579,12,1,3,0,3,0,4,3,1,10,10,0,10,0,0,6,0,6
C10580,12,4,0,0,0,3,4,3,3,10,0,0,0,1,0,0,1,6
C10581,6,5,1,1,1,5,5,3,3,10,7,2,4,9,0,1,7,5
C10582,12,5,0,0,0,3,5,3,3,10,0,0,0,7,0,0,2,6
C10583,12,1,1,1,0,1,3,1,1,10,3,3,0,2,0,1,1,5
C10584,12,3,6,3,5,0,5,5,1,10,10,5,10,0,9,8,0,7
C10585,12,2,0,0,0,3,3,3,1,10,0,0,0,2,0,0,1,10
C10586,12,3,1,0,1,0,2,1,5,10,3,0,3,0,0,1,0,7
C10587,12,3,6,6,3,0,5,6,1,10,10,10,9,0,9,7,0,6
C10588,12,3,0,0,0,1,3,1,1,10,0,0,0,3,0,0,1,6
C10589,12,4,4,0,4,0,6,6,3,10,10,0,10,0,3,7,0,5
C10590,12,1,1,1,0,0,6,2,1,10,7,7,0,0,10,4,0,5
C10591,12,4,3,0,3,0,3,1,6,10,10,0,10,0,0,3,0,6
C10592,12,1,1,1,1,0,6,1,1,8,5,3,2,0,4,2,0,6
C10593,10,5,2,2,0,2,6,3,3,10,3,3,0,3,0,1,1,6
C10594,12,3,3,3,0,0,4,2,2,10,4,4,0,0,0,2,0,4
C10595,12,3,0,0,0,4,4,1,6,10,0,0,0,1,0,0,2,4
C10596,12,3,0,0,0,3,5,2,2,10,0,0,0,1,0,0,1,6
C10597,12,1,1,1,0,0,6,0,0,1,1,1,0,0,0,1,0,7
C10598,12,4,6,6,0,0,6,5,3,10,10,10,0,0,0,8,0,6
C10599,12,3,1,0,1,0,3,4,1,8,5,0,5,0,0,1,0,5
C10600,12,5,0,0,0,2,5,3,4,10,0,0,0,3,0,0,1,6
C10601,12,5,3,3,1,3,5,3,3,10,5,4,3,3,0,2,1,5
C10602,12,3,3,3,0,0,5,3,1,10,5,5,0,0,0,2,0,7
C10603,12,1,2,2,0,0,5,2,1,10,1,1,0,0,0,1,0,5
C10604,12,3,0,0,0,3,4,4,2,10,0,0,0,4,1,0,2,5
C10605,12,1,4,3,3,0,6,3,1,10,10,8,8,0,10,6,0,8
C10606,12,5,0,0,0,4,5,4,3,10,0,0,0,1,0,0,1,4
C10607,12,4,0,0,0,3,4,2,3,10,0,0,0,2,0,0,2,4
C10608,12,3,6,5,3,0,6,5,2,10,10,6,10,0,0,7,0,7
C10609,12,6,5,5,1,3,6,6,4,10,10,10,10,1,0,7,1,5
C10610,12,1,1,1,0,0,3,1,1,5,1,1,0,0,0,1,0,5
C10611,12,3,6,6,4,0,5,6,2,10,10,10,10,0,10,7,0,6
C10612,12,1,1,1,1,0,4,2,1,6,4,2,3,0,2,2,0,5
C10613,12,4,3,3,1,4,5,5,2,10,10,10,3,5,0,5,2,5
C10615,12,3,3,2,2,0,5,2,2,10,10,3,10,0,0,6,0,7
C10616,12,5,6,5,3,0,6,6,3,10,10,10,10,0,0,7,0,4
C10617,12,3,3,3,0,0,4,2,2,10,5,5,0,0,0,4,0,5
C10618,11,3,0,0,0,3,3,4,3,10,0,0,0,4,0,0,1,4
C10619,12,3,1,1,0,1,3,3,2,10,3,3,0,1,0,1,1,6
C10620,12,1,1,0,1,0,4,1,1,6,5,0,5,0,2,2,0,6
C10621,12,1,2,2,0,3,3,4,1,4,1,1,0,3,0,1,3,5
C10622,12,5,3,3,1,0,6,3,3,10,10,10,4,0,0,6,0,5
C10623,12,1,3,3,1,1,4,3,1,10,10,10,2,2,3,6,1,5
C10624,12,2,1,0,1,0,2,3,1,10,1,0,1,0,0,1,0,8
C10625,11,4,1,1,0,4,4,4,2,10,7,7,0,4,0,2,2,5
C10626,11,3,0,0,0,1,3,2,2,10,0,0,0,4,0,0,1,4
C10627,12,5,0,0,0,6,6,3,3,10,0,0,0,5,0,0,3,5
C10628,12,2,2,1,1,0,5,2,1,10,6,2,5,0,0,2,0,5
C10629,12,3,2,2,0,0,5,2,2,10,7,7,0,0,0,4,0,5
C10630,12,1,3,3,0,0,3,4,1,6,5,5,0,0,8,2,0,6
C10631,12,5,1,0,1,5,5,3,3,10,9,0,8,5,0,2,2,6
C10632,12,1,3,0,3,0,5,3,1,7,7,0,7,0,8,2,0,4
C10633,12,4,1,0,1,3,5,3,2,10,10,0,10,5,0,3,3,5
C10634,12,3,3,2,2,0,4,3,1,10,10,5,10,0,0,7,0,7
C10635,12,5,4,3,3,6,5,6,3,10,10,10,10,10,0,7,7,7
C10636,12,3,1,1,0,3,5,5,2,9,1,1,0,1,1,1,1,3
C10637,12,1,3,2,1,0,5,3,1,10,10,10,10,0,8,5,0,7
C10638,12,5,3,2,2,3,5,3,4,10,10,5,10,3,0,6,2,4
C10639,12,4,1,1,0,3,4,2,3,10,1,1,0,1,0,1,1,6
C10640,12,5,0,0,0,4,6,3,3,10,0,0,0,10,0,0,7,5
C10641,12,2,5,3,5,0,5,5,1,10,10,10,10,0,10,7,0,3
C10642,12,3,2,0,2,3,4,2,2,10,10,0,10,1,0,5,1,5
C10643,10,1,1,0,1,0,4,1,1,3,2,0,2,0,5,1,0,7
C10644,12,4,5,5,3,0,6,3,3,10,10,6,10,0,0,7,0,5
C10645,12,3,5,4,5,0,5,5,1,10,10,10,10,0,1,8,0,6
C10646,12,1,0,0,0,1,3,1,1,5,0,0,0,1,2,0,1,6
C10647,12,5,5,5,2,4,6,5,3,10,9,7,8,5,3,8,3,6
C10648,12,1,1,1,1,0,4,1,1,10,10,1,10,0,1,5,0,5
C10649,12,4,6,6,1,0,5,5,2,10,10,10,6,0,1,7,0,5
C10650,12,3,2,2,0,0,3,3,3,10,7,7,0,0,0,4,0,6
C10651,10,2,3,1,3,0,3,2,1,9,9,2,8,0,2,4,0,5
C10652,12,3,3,2,1,1,4,3,2,10,7,5,4,1,0,5,1,5
C10653,12,3,4,3,3,3,4,5,3,10,10,9,10,2,1,8,3,8
C10654,12,2,5,4,4,0,5,5,1,10,10,10,10,0,9,7,0,5
C10655,12,1,3,0,3,0,3,3,1,10,10,0,10,0,1,7,0,5
C10656,12,3,0,0,0,3,3,3,1,10,0,0,0,1,0,0,1,4
C10657,12,1,1,1,0,0,6,2,1,7,1,1,0,0,0,1,0,5
C10658,11,3,2,1,2,5,3,5,3,10,9,2,9,2,1,3,2,5
C10659,12,4,4,2,3,6,6,6,4,10,6,4,4,5,2,4,5,7
C10660,12,1,2,1,1,0,5,2,1,7,5,4,4,0,3,2,0,6
C10661,12,3,0,0,0,1,3,2,1,10,0,0,0,2,0,0,1,7
C10662,12,5,0,0,0,5,6,4,4,6,0,0,0,1,0,0,1,6
C10663,12,1,0,0,0,1,4,1,1,10,0,0,0,1,0,0,1,2
C10665,12,1,3,3,2,0,5,3,1,10,10,7,10,0,10,5,0,6
C10666,12,1,3,3,3,0,5,3,1,10,10,7,8,0,3,5,0,4
C10667,12,4,0,0,0,2,4,3,3,10,0,0,0,7,0,0,2,5
C10668,12,1,4,3,3,0,6,4,1,10,10,7,8,0,10,5,0,4
C10669,12,6,5,4,3,0,6,5,5,10,10,6,10,0,0,7,0,5
C10670,12,3,5,4,3,3,6,5,1,10,10,10,10,3,3,7,1,6
C10671,12,3,6,3,6,0,6,6,1,10,10,6,10,0,10,8,0,7
C10672,12,5,1,1,0,3,5,3,3,10,3,3,0,6,0,1,3,7
C10673,12,5,3,3,1,0,6,3,3,10,10,10,4,0,0,6,0,6
C10674,12,1,2,0,2,4,4,5,1,10,5,0,4,5,5,1,3,6
C10675,12,3,0,0,0,3,3,1,6,10,0,0,0,2,0,0,1,8
C10676,9,3,1,0,1,3,3,2,2,10,10,0,9,5,0,2,1,6
C10677,12,3,3,1,3,3,3,2,2,10,10,3,10,4,0,7,1,5
C10678,11,5,6,6,4,0,6,5,3,10,10,10,10,0,0,8,0,5
C10679,11,1,1,0,1,0,6,3,1,4,3,0,3,0,10,1,0,5
C10680,12,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,1,5
C10681,12,3,5,4,4,2,4,5,3,10,10,5,10,1,3,7,1,5
C10682,12,2,4,3,4,0,4,5,1,9,8,2,6,0,10,3,0,6
C10683,12,1,1,1,0,0,3,1,1,3,2,2,0,0,0,1,0,6
C10684,12,4,5,3,4,5,5,6,3,10,10,5,10,5,1,8,7,5
C10685,12,1,1,0,1,0,3,2,1,2,2,0,2,0,2,2,0,5
C10686,12,3,3,2,2,0,5,4,2,10,2,2,1,0,1,5,0,4
C10688,12,1,4,4,0,0,5,4,1,10,10,10,0,0,7,6,0,7
C10689,12,2,3,3,0,1,6,3,1,10,10,10,0,2,0,5,1,7
C10690,12,2,1,1,0,3,3,3,1,10,1,1,0,2,1,1,1,6
C10691,12,3,3,3,2,0,5,5,2,10,10,5,8,0,0,6,0,6
C10692,12,1,2,1,1,0,6,2,1,9,6,3,5,0,3,5,0,7
C10693,12,3,1,0,1,0,3,1,6,10,10,0,10,0,0,4,0,5
C10694,8,1,1,1,0,0,3,0,0,2,2,2,0,0,0,1,0,4
C10695,12,1,4,3,3,0,5,4,1,10,10,10,10,0,10,7,0,5
C10696,12,6,6,6,0,3,6,5,5,10,3,3,0,2,0,2,1,6
C10697,12,3,1,1,0,3,4,3,2,10,4,4,0,1,0,2,1,6
C10698,10,3,0,0,0,4,4,2,3,9,0,0,0,3,0,0,1,3
C10699,12,2,3,2,3,0,6,3,1,10,10,3,10,0,0,5,0,5
C10700,12,3,2,0,2,1,3,2,3,10,7,0,6,1,0,2,1,4
